Enzyme1	Enzyme2
COL4A3BP	ADCK4
DDR1	ADCK4
EPHA4	ADCK4
EPHA7	ADCK4
FGFR2	ADCK4
FYN	ADCK4
GSK3B	ADCK4
HIPK1	ADCK4
HIPK2	ADCK4
ICK	ADCK4
JAK2	ADCK4
LATS1	ADCK4
LATS2	ADCK4
LIMK1	ADCK4
MAP2K4	ADCK4
MAP3K2	ADCK4
MAP3K5	ADCK4
MARK1	ADCK4
MASTL	ADCK4
NEK2	ADCK4
PAK1	ADCK4
PAK3	ADCK4
PDK1	ADCK4
PINK1	ADCK4
PLK3	ADCK4
RNASEL	ADCK4
SGK2	ADCK4
SGK223	ADCK4
SIK1	ADCK4
SPEG	ADCK4
TGM2	ADCK4
TLK2	ADCK4
TNK1	ADCK4
TRIO	ADCK4
TYRO3	ADCK4
ULK1	ADCK4
ULK2	ADCK4
ADCK1	ADCK5
ADCK2	ADCK5
ADCK3	ADCK5
ADCK4	ADCK5
BAZ1B	ADCK5
BMPR1B	ADCK5
BMPR2	ADCK5
BRAF	ADCK5
CDK13	ADCK5
COL4A3BP	ADCK5
GSK3A	ADCK5
HIPK1	ADCK5
HSPA5	ADCK5
IGF1R	ADCK5
KSR1	ADCK5
LIMK2	ADCK5
MAP3K1	ADCK5
MAP3K7	ADCK5
MLKL	ADCK5
NEK6	ADCK5
NRBP2	ADCK5
PDGFRA	ADCK5
PIM3	ADCK5
RIOK3	ADCK5
RIPK3	ADCK5
TXK	ADCK5
ABL1	AKT1
ABL2	AKT1
ACTR2	AKT1
ADCK3	AKT1
AKT2	AKT1
AKT3	AKT1
ARAF	AKT1
ATM	AKT1
ATR	AKT1
AXL	AKT1
BAZ1B	AKT1
BCR	AKT1
BLK	AKT1
BMX	AKT1
BRAF	AKT1
BRD2	AKT1
BRD3	AKT1
BRD4	AKT1
BTK	AKT1
BUB1	AKT1
CAMK1G	AKT1
CAMK2A	AKT1
CAMK2B	AKT1
CAMK2D	AKT1
CAMK2G	AKT1
CAMK4	AKT1
CAMKK1	AKT1
CAMKK2	AKT1
CASK	AKT1
CDC7	AKT1
CDK11B	AKT1
CDK12	AKT1
CDK13	AKT1
CDK14	AKT1
CDK16	AKT1
CDK19	AKT1
CDK2	AKT1
CDK4	AKT1
CDK5	AKT1
CDK6	AKT1
CDK7	AKT1
CDK8	AKT1
CDK9	AKT1
CLK2	AKT1
COL4A3BP	AKT1
CSK	AKT1
CSNK2B	AKT1
DAPK1	AKT1
DAPK2	AKT1
DAPK3	AKT1
DDR1	AKT1
DYRK1A	AKT1
DYRK2	AKT1
EEF2K	AKT1
EGFR	AKT1
EPHA1	AKT1
EPHA2	AKT1
EPHB2	AKT1
EPHB3	AKT1
EPHB6	AKT1
ERBB2	AKT1
ERBB3	AKT1
ERBB4	AKT1
FAM20C	AKT1
FASTK	AKT1
FER	AKT1
FES	AKT1
FGFR1	AKT1
FGFR2	AKT1
FGFR3	AKT1
FGFR4	AKT1
FGR	AKT1
FLT1	AKT1
FLT3	AKT1
FLT4	AKT1
FRK	AKT1
FYN	AKT1
GCK	AKT1
GSK3A	AKT1
GSK3B	AKT1
GTF2F1	AKT1
HCK	AKT1
HIPK2	AKT1
HIPK3	AKT1
HSPA5	AKT1
IGF1R	AKT1
ILK	AKT1
INSR	AKT1
IRAK1	AKT1
IRAK2	AKT1
IRAK3	AKT1
IRAK4	AKT1
ITK	AKT1
JAK1	AKT1
JAK2	AKT1
JAK3	AKT1
KDR	AKT1
KIT	AKT1
KSR1	AKT1
LATS2	AKT1
LCK	AKT1
LIMK1	AKT1
LIMK2	AKT1
LRRK1	AKT1
LYN	AKT1
MAK	AKT1
MAP2K1	AKT1
MAP2K2	AKT1
MAP2K3	AKT1
MAP2K4	AKT1
MAP2K5	AKT1
MAP2K6	AKT1
MAP2K7	AKT1
MAP3K1	AKT1
MAP3K2	AKT1
MAP3K3	AKT1
MAP3K4	AKT1
MAP3K5	AKT1
MAP3K6	AKT1
MAP3K7	AKT1
MAP3K8	AKT1
MAP4K4	AKT1
MAPKAPK2	AKT1
MAPKAPK3	AKT1
MAPKAPK5	AKT1
MARK2	AKT1
MARK3	AKT1
MAST3	AKT1
MELK	AKT1
MET	AKT1
MOS	AKT1
MST1	AKT1
MST4	AKT1
MUSK	AKT1
NEK6	AKT1
NEK7	AKT1
NEK8	AKT1
NLK	AKT1
NME1	AKT1
NME2	AKT1
NRK	AKT1
NUAK1	AKT1
OBSCN	AKT1
PAK1	AKT1
PAK2	AKT1
PAK3	AKT1
PAK4	AKT1
PAK6	AKT1
PBK	AKT1
PDGFRA	AKT1
PDGFRB	AKT1
PDK1	AKT1
PHKG1	AKT1
PHKG2	AKT1
PIK3CA	AKT1
PIK3CB	AKT1
PIK3CD	AKT1
PIK3CG	AKT1
PIK3R4	AKT1
PIKFYVE	AKT1
PIM1	AKT1
PIM2	AKT1
PINK1	AKT1
PKN2	AKT1
PKN3	AKT1
PLK1	AKT1
PLK2	AKT1
PLK3	AKT1
PLK4	AKT1
PRKAB1	AKT1
PRKX	AKT1
RAF1	AKT1
RET	AKT1
RIOK1	AKT1
RIOK3	AKT1
RIPK1	AKT1
RIPK2	AKT1
RIPK3	AKT1
RNASEL	AKT1
ROCK1	AKT1
ROCK2	AKT1
RYK	AKT1
SCYL3	AKT1
SGK1	AKT1
SGK3	AKT1
SLK	AKT1
SMG1	AKT1
SPEG	AKT1
SRC	AKT1
SRPK1	AKT1
SRPK2	AKT1
SYK	AKT1
TAF1	AKT1
TBK1	AKT1
TEC	AKT1
TGFBR1	AKT1
TGFBR2	AKT1
TGM2	AKT1
TIE1	AKT1
TLK1	AKT1
TRIO	AKT1
TTK	AKT1
TYK2	AKT1
ULK1	AKT1
ULK2	AKT1
ULK3	AKT1
VRK1	AKT1
VRK2	AKT1
WEE1	AKT1
WNK1	AKT1
ZAK	AKT1
ZAP70	AKT1
AAK1	AKT2
ABL1	AKT2
ABL2	AKT2
ACTR2	AKT2
ADCK3	AKT2
AKT1	AKT2
AKT3	AKT2
ALK	AKT2
ARAF	AKT2
ATM	AKT2
ATR	AKT2
BAZ1B	AKT2
BCR	AKT2
BLK	AKT2
BMPR1A	AKT2
BRAF	AKT2
BRD2	AKT2
BRD4	AKT2
BRSK2	AKT2
BTK	AKT2
BUB1	AKT2
CAMK1G	AKT2
CAMK2A	AKT2
CAMK2B	AKT2
CAMK2D	AKT2
CAMK2G	AKT2
CAMK4	AKT2
CAMKK1	AKT2
CAMKK2	AKT2
CASK	AKT2
CDC7	AKT2
CDK10	AKT2
CDK12	AKT2
CDK13	AKT2
CDK19	AKT2
CDK2	AKT2
CDK20	AKT2
CDK4	AKT2
CDK5	AKT2
CDK6	AKT2
CDK8	AKT2
CDKL1	AKT2
CDKL5	AKT2
CLK2	AKT2
CSK	AKT2
CSNK2B	AKT2
DAPK1	AKT2
DAPK2	AKT2
DAPK3	AKT2
DDR1	AKT2
DYRK1A	AKT2
DYRK1B	AKT2
DYRK2	AKT2
EEF2K	AKT2
EGFR	AKT2
EPHA2	AKT2
EPHA4	AKT2
EPHA8	AKT2
EPHB1	AKT2
EPHB2	AKT2
EPHB4	AKT2
EPHB6	AKT2
ERBB2	AKT2
ERBB3	AKT2
ERBB4	AKT2
FAM20C	AKT2
FER	AKT2
FES	AKT2
FGFR1	AKT2
FGFR2	AKT2
FGFR3	AKT2
FGFR4	AKT2
FGR	AKT2
FLT1	AKT2
FLT3	AKT2
FLT4	AKT2
FYN	AKT2
GAK	AKT2
GCK	AKT2
GSK3A	AKT2
GSK3B	AKT2
GTF2F1	AKT2
HCK	AKT2
HIPK2	AKT2
HIPK3	AKT2
HSPA5	AKT2
IGF1R	AKT2
ILK	AKT2
INSR	AKT2
IRAK1	AKT2
IRAK2	AKT2
IRAK3	AKT2
IRAK4	AKT2
ITK	AKT2
JAK1	AKT2
JAK2	AKT2
JAK3	AKT2
KDR	AKT2
KIT	AKT2
KSR1	AKT2
LATS2	AKT2
LCK	AKT2
LIMK1	AKT2
LIMK2	AKT2
LYN	AKT2
MAP2K1	AKT2
MAP2K2	AKT2
MAP2K3	AKT2
MAP2K4	AKT2
MAP2K5	AKT2
MAP2K6	AKT2
MAP2K7	AKT2
MAP3K1	AKT2
MAP3K2	AKT2
MAP3K3	AKT2
MAP3K4	AKT2
MAP3K5	AKT2
MAP3K6	AKT2
MAP3K7	AKT2
MAP3K8	AKT2
MAP4K4	AKT2
MAPKAPK2	AKT2
MAPKAPK3	AKT2
MAPKAPK5	AKT2
MARK3	AKT2
MARK4	AKT2
MAST4	AKT2
MET	AKT2
MLKL	AKT2
MOK	AKT2
MOS	AKT2
NEK7	AKT2
NEK9	AKT2
NLK	AKT2
NME1	AKT2
NRBP2	AKT2
NRK	AKT2
NUAK1	AKT2
OBSCN	AKT2
PAK1	AKT2
PAK2	AKT2
PAK3	AKT2
PAK4	AKT2
PAK6	AKT2
PDGFRA	AKT2
PDGFRB	AKT2
PDK1	AKT2
PHKG1	AKT2
PHKG2	AKT2
PIK3CA	AKT2
PIK3CB	AKT2
PIK3CD	AKT2
PIK3CG	AKT2
PIK3R4	AKT2
PIKFYVE	AKT2
PIM1	AKT2
PIM2	AKT2
PINK1	AKT2
PKD2	AKT2
PKN1	AKT2
PLK1	AKT2
PLK2	AKT2
PLK4	AKT2
PRKAB1	AKT2
PRKX	AKT2
PRKY	AKT2
RAF1	AKT2
RET	AKT2
RIOK1	AKT2
RIOK3	AKT2
RIPK1	AKT2
RIPK2	AKT2
RIPK3	AKT2
RNASEL	AKT2
ROCK1	AKT2
ROCK2	AKT2
SCYL3	AKT2
SGK1	AKT2
SGK223	AKT2
SNRK	AKT2
SPEG	AKT2
SRC	AKT2
SRM	AKT2
SRPK2	AKT2
STK33	AKT2
SYK	AKT2
TAF1	AKT2
TBK1	AKT2
TEC	AKT2
TGFBR1	AKT2
TGFBR2	AKT2
TGM2	AKT2
TIE1	AKT2
TLK2	AKT2
TNK1	AKT2
TRIO	AKT2
TTBK2	AKT2
TXK	AKT2
TYK2	AKT2
ULK1	AKT2
ULK2	AKT2
ULK3	AKT2
VRK1	AKT2
WEE1	AKT2
WNK1	AKT2
WNK2	AKT2
ZAK	AKT2
ZAP70	AKT2
AAK1	AKT3
ABL1	AKT3
ABL2	AKT3
ACTR2	AKT3
ADCK3	AKT3
ADCK4	AKT3
AKT1	AKT3
AKT2	AKT3
ALK	AKT3
ARAF	AKT3
ATM	AKT3
ATR	AKT3
AXL	AKT3
BAZ1B	AKT3
BCKDK	AKT3
BCR	AKT3
BLK	AKT3
BLVRA	AKT3
BMPR1A	AKT3
BMPR1B	AKT3
BRAF	AKT3
BRD2	AKT3
BRD3	AKT3
BRD4	AKT3
BRSK1	AKT3
BRSK2	AKT3
BTK	AKT3
BUB1	AKT3
CAMK1D	AKT3
CAMK1G	AKT3
CAMK2A	AKT3
CAMK2B	AKT3
CAMK2D	AKT3
CAMK2G	AKT3
CAMK4	AKT3
CAMKK1	AKT3
CAMKK2	AKT3
CASK	AKT3
CDC7	AKT3
CDK10	AKT3
CDK11A	AKT3
CDK12	AKT3
CDK13	AKT3
CDK14	AKT3
CDK19	AKT3
CDK2	AKT3
CDK3	AKT3
CDK4	AKT3
CDK5	AKT3
CDK6	AKT3
CDK7	AKT3
CDK8	AKT3
CDK9	AKT3
CDKL1	AKT3
CDKL4	AKT3
CDKL5	AKT3
COL4A3BP	AKT3
CSK	AKT3
CSNK2B	AKT3
DAPK1	AKT3
DAPK2	AKT3
DAPK3	AKT3
DDR1	AKT3
DDR2	AKT3
DYRK2	AKT3
DYRK4	AKT3
EEF2K	AKT3
EGFR	AKT3
ENPP3	AKT3
EPHA2	AKT3
EPHA4	AKT3
EPHA5	AKT3
EPHA6	AKT3
EPHA7	AKT3
EPHB1	AKT3
EPHB2	AKT3
EPHB4	AKT3
ERBB2	AKT3
ERBB3	AKT3
ERBB4	AKT3
FAM20C	AKT3
FER	AKT3
FES	AKT3
FGFR1	AKT3
FGFR2	AKT3
FGFR3	AKT3
FGFR4	AKT3
FGR	AKT3
FLT1	AKT3
FLT3	AKT3
FLT4	AKT3
FRK	AKT3
FYN	AKT3
GAK	AKT3
GCK	AKT3
GSK3A	AKT3
GSK3B	AKT3
GTF2F1	AKT3
HCK	AKT3
HIPK2	AKT3
HIPK3	AKT3
HSPA5	AKT3
ICK	AKT3
IGF1R	AKT3
ILK	AKT3
INSR	AKT3
IRAK1	AKT3
IRAK2	AKT3
IRAK3	AKT3
IRAK4	AKT3
ITK	AKT3
JAK1	AKT3
JAK2	AKT3
JAK3	AKT3
KDR	AKT3
KIT	AKT3
LATS1	AKT3
LATS2	AKT3
LCK	AKT3
LIMK1	AKT3
LIMK2	AKT3
LRRK1	AKT3
LYN	AKT3
MAK	AKT3
MAP2K1	AKT3
MAP2K2	AKT3
MAP2K3	AKT3
MAP2K4	AKT3
MAP2K5	AKT3
MAP2K6	AKT3
MAP2K7	AKT3
MAP3K1	AKT3
MAP3K2	AKT3
MAP3K3	AKT3
MAP3K4	AKT3
MAP3K5	AKT3
MAP3K6	AKT3
MAP3K7	AKT3
MAP3K8	AKT3
MAP4K4	AKT3
MAPKAPK2	AKT3
MAPKAPK3	AKT3
MAPKAPK5	AKT3
MARK1	AKT3
MARK3	AKT3
MAST2	AKT3
MAST4	AKT3
MASTL	AKT3
MELK	AKT3
MET	AKT3
MLKL	AKT3
MOK	AKT3
MOS	AKT3
MST1	AKT3
MST4	AKT3
MYO3A	AKT3
NEK1	AKT3
NEK2	AKT3
NEK3	AKT3
NEK6	AKT3
NEK7	AKT3
NEK9	AKT3
NLK	AKT3
NME1	AKT3
NRBP1	AKT3
NRBP2	AKT3
NUAK1	AKT3
NUAK2	AKT3
OBSCN	AKT3
OSR1	AKT3
PAK1	AKT3
PAK2	AKT3
PAK3	AKT3
PAK4	AKT3
PAK6	AKT3
PBK	AKT3
PDGFRA	AKT3
PDGFRB	AKT3
PDK1	AKT3
PHKG1	AKT3
PHKG2	AKT3
PIK3CA	AKT3
PIK3CB	AKT3
PIK3CD	AKT3
PIK3CG	AKT3
PIK3R4	AKT3
PIKFYVE	AKT3
PIM1	AKT3
PIM2	AKT3
PIM3	AKT3
PINK1	AKT3
PKD1	AKT3
PKD2	AKT3
PKN1	AKT3
PKN2	AKT3
PLK1	AKT3
PLK2	AKT3
PLK3	AKT3
PLK4	AKT3
PRKAB1	AKT3
PRKX	AKT3
PRKY	AKT3
PSKH1	AKT3
RAF1	AKT3
RET	AKT3
RIOK3	AKT3
RIPK1	AKT3
RIPK2	AKT3
RIPK3	AKT3
RNASEL	AKT3
ROCK1	AKT3
ROCK2	AKT3
ROR1	AKT3
ROR2	AKT3
RYK	AKT3
SCYL2	AKT3
SGK1	AKT3
SGK196	AKT3
SGK2	AKT3
SGK223	AKT3
SGK3	AKT3
SGK494	AKT3
SIK1	AKT3
SLK	AKT3
SMG1	AKT3
SNRK	AKT3
SPEG	AKT3
SRC	AKT3
SRM	AKT3
SRPK2	AKT3
STK33	AKT3
SYK	AKT3
TAF1	AKT3
TBK1	AKT3
TEC	AKT3
TGFBR1	AKT3
TGFBR2	AKT3
TGM2	AKT3
TIE1	AKT3
TLK1	AKT3
TLK2	AKT3
TNIK	AKT3
TNK1	AKT3
TRIO	AKT3
TRRAP	AKT3
TTBK2	AKT3
TTK	AKT3
TTN	AKT3
TXK	AKT3
TYK2	AKT3
TYRO3	AKT3
ULK1	AKT3
ULK2	AKT3
ULK3	AKT3
VRK2	AKT3
VRK3	AKT3
WEE1	AKT3
WNK1	AKT3
WNK4	AKT3
ZAK	AKT3
ZAP70	AKT3
AAK1	ALK
ABL1	ALK
ABL2	ALK
ADCK3	ALK
AKT2	ALK
AKT3	ALK
ATM	ALK
ATR	ALK
AXL	ALK
BAZ1B	ALK
BCR	ALK
BMPR1A	ALK
BMX	ALK
BRAF	ALK
BRD2	ALK
BRD3	ALK
BRD4	ALK
BRSK2	ALK
BTK	ALK
BUB1	ALK
CAMK2B	ALK
CAMK4	ALK
CASK	ALK
CDC7	ALK
CDK14	ALK
CDK19	ALK
CDK2	ALK
CDK3	ALK
CDK4	ALK
CDK6	ALK
CDK8	ALK
CDK9	ALK
CDKL4	ALK
CDKL5	ALK
CLK4	ALK
COL4A3BP	ALK
CSK	ALK
DAPK1	ALK
DAPK3	ALK
DDR1	ALK
DYRK2	ALK
EEF2K	ALK
EGFR	ALK
EPHA1	ALK
EPHA3	ALK
EPHA4	ALK
EPHA6	ALK
EPHA8	ALK
EPHB1	ALK
EPHB2	ALK
EPHB3	ALK
EPHB4	ALK
ERBB2	ALK
ERBB3	ALK
FASTK	ALK
FGFR1	ALK
FGFR2	ALK
FGFR3	ALK
FGFR4	ALK
FLT3	ALK
FLT4	ALK
FRK	ALK
FYN	ALK
HCK	ALK
HIPK2	ALK
HUNK	ALK
ILK	ALK
IRAK1	ALK
IRAK2	ALK
ITK	ALK
JAK1	ALK
JAK2	ALK
JAK3	ALK
KDR	ALK
KIT	ALK
LCK	ALK
LIMK1	ALK
LIMK2	ALK
LTK	ALK
LYN	ALK
MAK	ALK
MAP2K3	ALK
MAP2K4	ALK
MAP2K5	ALK
MAP2K6	ALK
MAP3K1	ALK
MAP3K2	ALK
MAP3K5	ALK
MAP3K7	ALK
MAP3K8	ALK
MAP4K4	ALK
MAPKAPK3	ALK
MAPKAPK5	ALK
MARK3	ALK
MAST1	ALK
MASTL	ALK
MET	ALK
MLKL	ALK
MOS	ALK
MST4	ALK
NEK1	ALK
NEK3	ALK
NEK7	ALK
NLK	ALK
NME2	ALK
NRBP1	ALK
NRK	ALK
NUAK2	ALK
PAK3	ALK
PAK6	ALK
PBK	ALK
PDGFRA	ALK
PDGFRB	ALK
PDK1	ALK
PIK3CA	ALK
PIK3CD	ALK
PIK3CG	ALK
PIM1	ALK
PINK1	ALK
PKD2	ALK
PKN1	ALK
PKN2	ALK
PRKAB1	ALK
PRKX	ALK
RAF1	ALK
RET	ALK
RIOK1	ALK
RIOK2	ALK
RIPK2	ALK
RIPK3	ALK
ROCK1	ALK
ROCK2	ALK
ROR1	ALK
SGK1	ALK
SIK1	ALK
SPEG	ALK
SRM	ALK
SRPK1	ALK
SRPK2	ALK
STK33	ALK
SYK	ALK
TAF1	ALK
TBK1	ALK
TEC	ALK
TGFBR1	ALK
TGM2	ALK
TIE1	ALK
TLK1	ALK
TLK2	ALK
TNIK	ALK
TRIO	ALK
TRRAP	ALK
TTK	ALK
TTN	ALK
TXK	ALK
ULK3	ALK
VRK1	ALK
VRK3	ALK
WEE1	ALK
WNK1	ALK
WNK3	ALK
ZAK	ALK
ACTR2	ALK1
ACTR2B	ALK1
ALK2	ALK1
ALK4	ALK1
ALK7	ALK1
BMPR1A	ALK1
BMPR1APS1	ALK1
BMPR1APS2	ALK1
BMPR1B	ALK1
BMPR2	ALK1
MISR2	ALK1
TGFBR1	ALK1
TGFBR2	ALK1
ACTR2	ALK2
ACTR2B	ALK2
ALK1	ALK2
ALK4	ALK2
ALK7	ALK2
BMPR1A	ALK2
BMPR1APS1	ALK2
BMPR1APS2	ALK2
BMPR1B	ALK2
BMPR2	ALK2
MISR2	ALK2
TGFBR1	ALK2
TGFBR2	ALK2
ACTR2	ALK4
ACTR2B	ALK4
ALK1	ALK4
ALK2	ALK4
ALK7	ALK4
BMPR1A	ALK4
BMPR1APS1	ALK4
BMPR1APS2	ALK4
BMPR1B	ALK4
BMPR2	ALK4
MISR2	ALK4
TGFBR1	ALK4
TGFBR2	ALK4
ACTR2	ALK7
ACTR2B	ALK7
ALK1	ALK7
ALK2	ALK7
ALK4	ALK7
BMPR1A	ALK7
BMPR1APS1	ALK7
BMPR1APS2	ALK7
BMPR1B	ALK7
BMPR2	ALK7
MISR2	ALK7
TGFBR1	ALK7
TGFBR2	ALK7
ALPHAK2	ALPHAK1
ALPHAK3	ALPHAK1
CHAK1	ALPHAK1
CHAK2	ALPHAK1
EEF2K	ALPHAK1
ALPHAK1	ALPHAK2
ALPHAK3	ALPHAK2
CHAK1	ALPHAK2
CHAK2	ALPHAK2
EEF2K	ALPHAK2
ALPHAK1	ALPHAK3
ALPHAK2	ALPHAK3
CHAK1	ALPHAK3
CHAK2	ALPHAK3
EEF2K	ALPHAK3
AMPKA2	AMPKA1
BRSK1	AMPKA1
BRSK2	AMPKA1
CHK1	AMPKA1
HUNK	AMPKA1
LKB1	AMPKA1
MARK1	AMPKA1
MARK2	AMPKA1
MARK3	AMPKA1
MARK4	AMPKA1
MARKPS01	AMPKA1
MARKPS02	AMPKA1
MARKPS03	AMPKA1
MARKPS04	AMPKA1
MARKPS05	AMPKA1
MARKPS07	AMPKA1
MARKPS08	AMPKA1
MARKPS09	AMPKA1
MARKPS10	AMPKA1
MARKPS11	AMPKA1
MARKPS12	AMPKA1
MARKPS13	AMPKA1
MARKPS15	AMPKA1
MARKPS16	AMPKA1
MARKPS17	AMPKA1
MARKPS18	AMPKA1
MARKPS19	AMPKA1
MARKPS20	AMPKA1
MARKPS21	AMPKA1
MARKPS22	AMPKA1
MARKPS23	AMPKA1
MARKPS24	AMPKA1
MARKPS25	AMPKA1
MARKPS26	AMPKA1
MARKPS27	AMPKA1
MARKPS28	AMPKA1
MARKPS29	AMPKA1
MARKPS30	AMPKA1
MELK	AMPKA1
NIM1	AMPKA1
NUAK1	AMPKA1
NUAK2	AMPKA1
PASK	AMPKA1
QIK	AMPKA1
QSK	AMPKA1
SIK	AMPKA1
SNRK	AMPKA1
AMPKA1	AMPKA2
BRSK1	AMPKA2
BRSK2	AMPKA2
CHK1	AMPKA2
HUNK	AMPKA2
LKB1	AMPKA2
MARK1	AMPKA2
MARK2	AMPKA2
MARK3	AMPKA2
MARK4	AMPKA2
MARKPS01	AMPKA2
MARKPS02	AMPKA2
MARKPS03	AMPKA2
MARKPS04	AMPKA2
MARKPS05	AMPKA2
MARKPS07	AMPKA2
MARKPS08	AMPKA2
MARKPS09	AMPKA2
MARKPS10	AMPKA2
MARKPS11	AMPKA2
MARKPS12	AMPKA2
MARKPS13	AMPKA2
MARKPS15	AMPKA2
MARKPS16	AMPKA2
MARKPS17	AMPKA2
MARKPS18	AMPKA2
MARKPS19	AMPKA2
MARKPS20	AMPKA2
MARKPS21	AMPKA2
MARKPS22	AMPKA2
MARKPS23	AMPKA2
MARKPS24	AMPKA2
MARKPS25	AMPKA2
MARKPS26	AMPKA2
MARKPS27	AMPKA2
MARKPS28	AMPKA2
MARKPS29	AMPKA2
MARKPS30	AMPKA2
MELK	AMPKA2
NIM1	AMPKA2
NUAK1	AMPKA2
NUAK2	AMPKA2
PASK	AMPKA2
QIK	AMPKA2
QSK	AMPKA2
SIK	AMPKA2
SNRK	AMPKA2
RIPK1	ANKRD3
RIPK2	ANKRD3
RIPK3	ANKRD3
SGK288	ANKRD3
ANPB	ANPA
CGDPS	ANPA
CYGD	ANPA
CYGF	ANPA
HSER	ANPA
KSGCPS	ANPA
SGK050PS	ANPA
ANPA	ANPB
CGDPS	ANPB
CYGD	ANPB
CYGF	ANPB
HSER	ANPB
KSGCPS	ANPB
SGK050PS	ANPB
ABL1	ARAF
ABL2	ARAF
ACTR2	ARAF
ADCK2	ARAF
AKT1	ARAF
AKT2	ARAF
AKT3	ARAF
ARAFPS	ARAF
ATM	ARAF
BCR	ARAF
BLVRA	ARAF
BMPR1A	ARAF
BMPR2	ARAF
BRAF	ARAF
BRAFPS	ARAF
BRD2	ARAF
BTK	ARAF
BUB1	ARAF
CAMK2A	ARAF
CAMK2B	ARAF
CAMK2D	ARAF
CAMK2G	ARAF
CAMK4	ARAF
CAMKK2	ARAF
CDC7	ARAF
CDK11B	ARAF
CDK16	ARAF
CDK2	ARAF
CDK4	ARAF
CDK6	ARAF
CDK7	ARAF
CDK8	ARAF
CDK9	ARAF
CDKL2	ARAF
CSK	ARAF
CSNK2B	ARAF
DAPK1	ARAF
DAPK2	ARAF
DAPK3	ARAF
DDR1	ARAF
DYRK1A	ARAF
DYRK2	ARAF
EEF2K	ARAF
EGFR	ARAF
EPHA1	ARAF
EPHA2	ARAF
EPHA3	ARAF
EPHB1	ARAF
ERBB2	ARAF
ERBB3	ARAF
ERBB4	ARAF
FER	ARAF
FGFR1	ARAF
FGFR2	ARAF
FGFR3	ARAF
FGFR4	ARAF
FGR	ARAF
FLT1	ARAF
FLT3	ARAF
FRK	ARAF
FYN	ARAF
GCK	ARAF
GSK3B	ARAF
GTF2F1	ARAF
HCK	ARAF
HIPK2	ARAF
HIPK3	ARAF
ICK	ARAF
IGF1R	ARAF
ILK	ARAF
INSR	ARAF
IRAK1	ARAF
IRAK2	ARAF
JAK1	ARAF
JAK2	ARAF
KIT	ARAF
KSR1	ARAF
KSR2	ARAF
LATS1	ARAF
LATS2	ARAF
LCK	ARAF
LIMK1	ARAF
LIMK2	ARAF
LYN	ARAF
MAK	ARAF
MAP2K1	ARAF
MAP2K2	ARAF
MAP2K3	ARAF
MAP2K4	ARAF
MAP2K5	ARAF
MAP2K6	ARAF
MAP2K7	ARAF
MAP3K1	ARAF
MAP3K2	ARAF
MAP3K3	ARAF
MAP3K4	ARAF
MAP3K5	ARAF
MAP3K6	ARAF
MAP3K7	ARAF
MAP3K8	ARAF
MAP4K4	ARAF
MAPKAPK2	ARAF
MAPKAPK3	ARAF
MAPKAPK5	ARAF
MARK1	ARAF
MARK2	ARAF
MARK3	ARAF
MAST4	ARAF
MELK	ARAF
MET	ARAF
MLKL	ARAF
MOK	ARAF
MOS	ARAF
MUSK	ARAF
NEK1	ARAF
NEK2	ARAF
NIM1	ARAF
NLK	ARAF
NME1	ARAF
NME2	ARAF
NUAK2	ARAF
PAK1	ARAF
PAK2	ARAF
PAK3	ARAF
PAK4	ARAF
PAK6	ARAF
PASK	ARAF
PBK	ARAF
PDGFRA	ARAF
PDGFRB	ARAF
PHKG1	ARAF
PHKG2	ARAF
PIK3CA	ARAF
PIK3CB	ARAF
PIK3CD	ARAF
PIK3CG	ARAF
PIKFYVE	ARAF
PIM1	ARAF
PIM2	ARAF
PKD1	ARAF
PLK1	ARAF
PLK3	ARAF
PLK4	ARAF
PRKAB1	ARAF
PRKX	ARAF
RAF1	ARAF
RAF1PS	ARAF
RET	ARAF
RIOK1	ARAF
RIOK3	ARAF
RIPK1	ARAF
ROCK1	ARAF
ROCK2	ARAF
RYK	ARAF
SGK1	ARAF
SGK196	ARAF
SGK223	ARAF
SGK3	ARAF
SGK494	ARAF
SIK1	ARAF
SLK	ARAF
SNRK	ARAF
SPEG	ARAF
SRC	ARAF
SRPK1	ARAF
SRPK2	ARAF
SYK	ARAF
TBK1	ARAF
TEC	ARAF
TGFBR1	ARAF
TGFBR2	ARAF
TGM2	ARAF
TIE1	ARAF
TLK1	ARAF
TNIK	ARAF
TRIO	ARAF
TTN	ARAF
ULK1	ARAF
ULK2	ARAF
VRK2	ARAF
VRK3	ARAF
WEE1	ARAF
ZAK	ARAF
ZAP70	ARAF
ARAF	ARAFPS
BRAF	ARAFPS
BRAFPS	ARAFPS
KSR1	ARAFPS
KSR2	ARAFPS
RAF1	ARAFPS
RAF1PS	ARAFPS
AAK1	ATM
ABL1	ATM
ABL2	ATM
ACTR2	ATM
ADCK1	ATM
ADCK3	ATM
AKT1	ATM
AKT2	ATM
AKT3	ATM
ALK	ATM
ARAF	ATM
ATR	ATM
AXL	ATM
BAZ1B	ATM
BCKDK	ATM
BCR	ATM
BLK	ATM
BMPR1A	ATM
BRAF	ATM
BRD2	ATM
BRD3	ATM
BRD4	ATM
BTK	ATM
BUB1	ATM
CAMK1D	ATM
CAMK2B	ATM
CAMK2D	ATM
CAMK2G	ATM
CAMK4	ATM
CAMKK2	ATM
CASK	ATM
CDC7	ATM
CDK10	ATM
CDK11B	ATM
